Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Mar 3, 2019",Nicolás Rocha,34,Central Midfield,Uruguay,"
Rampla Jrs ", Primera División ,"
Villa Teresa ",,75 K €,Free transfer
"Mar 3, 2019",Volodymyr Bayenko,29,Centre-Back,Ukraine,"
Riga ", Virsliga ,"
Bukhara  ",,600 K €,Free transfer
"Mar 3, 2019",Olzhas Altaev,29,Left-Back,Kazakhstan,"
Qyzyljar  ", Kazakhstan		,"
Kaysar ",,150 K €,Free transfer
"Mar 3, 2019",Artem Merkushov,22,Centre-Forward,Ukraine,"
Polissya 2016 ", Ukraine		,"
Bukovyna ",,50 K €,Free transfer
"Mar 3, 2019",Antoine Viterale,22,Attacking Midfield,Italy,"
Hougang Utd. ", Premier League ,"
FC Lugano U21 ",,75 K €,Free transfer
"Mar 3, 2019",Milos Nikolic,24,Centre-Back,Serbia,"
FK Slutsk ", Vysheyshaya Liga ,"
Kokand 1912 ",,100 K €,Free transfer
"Mar 3, 2019",Jamshid Khasanov,30,Attacking Midfield,Uzbekistan,"
AGMG Olmaliq ", Superliga ,"
Kokand 1912 ",,200 K €,Free transfer
"Mar 3, 2019",Kelvin Wopi,24,Right-Back,Indonesia,"
Badak Lampung ", Liga 1 ,"
PSIS ",,150 K €,Free transfer
"Mar 3, 2019",Oswaldo Rivas,38,Centre-Back,Peru,"
Sport Loreto ", Liga 2 ,"
Santos FC ",,100 K €,?
"Mar 3, 2019",Javokhir Esonkulov,21,Centre-Forward,Uzbekistan,"
Metallurg Bk. ", Superliga ,"
Kokand 1912 ",,75 K €,?
"Mar 3, 2019",Yefferson Moreira,27,Left-Back,Uruguay,"
Without Club ",,"
Villa Teresa ",,350 K €,-
"Mar 3, 2019",César Taján,27,Right Winger,Colombia,"
Without Club ",,"
Albion FC ",,150 K €,-
"Mar 3, 2019",Jai Quitongo,21,Centre-Forward,Scotland,"
Without Club ",,"
Machine Sazi ",,125 K €,-
"Mar 4, 2019",Cristian Portilla,30,Central Midfield,Spain,"
Zalgiris ", A Lyga ,"
Unionistas CF ",,200 K €,Free transfer
"Mar 4, 2019",Douglas Packer,31,Attacking Midfield,Brazil,"
Barito Putera ", Liga 1 ,"
Remo ",,200 K €,Free transfer
"Mar 4, 2019",Pavels Mihadjuks,38,Centre-Back,Latvia,"
Spartaks ", Virsliga ,"
Tukums ",,100 K €,Free transfer
"Mar 4, 2019",Efraín Juárez,31,Right-Back,Mexico,"
Vancouver ", MLS ,"
Vålerenga ",,700 K €,Free transfer
"Mar 4, 2019",Artur Valikaev,31,Defensive Midfield,Russia,"
Bugulma-RUNAKO ", Russia		,"
Dordoi Bishkek ",,175 K €,Free transfer
"Mar 4, 2019",Lionard Pajoy,37,Centre-Forward,Colombia,"
Without Club ",,"
CSD Alianza ",,150 K €,Free transfer
"Mar 4, 2019",Alexander Henningsson,28,Right Midfield,Sweden,"
Värnamo ", Ettan Södra ,"
Norrby ",,100 K €,Free transfer
"Mar 4, 2019",Vakhyt Orazsakhedov,27,Centre-Forward,Turkmenistan,"
FK Altyn Asyr ", Turkmenistan		,"
Dordoi Bishkek ",,100 K €,Free transfer
"Mar 4, 2019",John Chibuike,30,Second Striker,Nigeria,"
Irtysh ", Premier Liga ,"
Falkenberg ",,150 K €,Free transfer
"Mar 4, 2019",Andrey Lyasyuk,35,Centre-Forward,Belarus,"
FK Lida ", Pershaja Liga ,"
Belshina ",,50 K €,Free transfer
"Mar 4, 2019",Filipp Ivanov,28,Second Striker,Belarus,"
Dinamo Minsk ", Vysheyshaya Liga ,"
FK Minsk ",,300 K €,Free transfer
"Mar 4, 2019",Purwaka Pratomo,34,Centre-Back,Indonesia,"
Arema FC ", Liga 1 ,"
PSS Sleman ",,75 K €,Free transfer
"Mar 4, 2019",Marian Kovarik,27,Centre-Forward,Czech Republic,"
1.SK Prostejov ", FNL ,"
Slavoj Bruntál ",,100 K €,Free transfer
"Mar 4, 2019",Oleksiy Pinchuk,27,Right-Back,Ukraine,"
MFK Metalurg ", Ukraine		,"
Girnyk-Sport ",,100 K €,Free transfer
"Mar 4, 2019",Alibek Sakenov,27,Right-Back,Kazakhstan,"
Akzhayik ", Kazakhstan		,"
Dordoi Bishkek ",,50 K €,Free transfer
"Mar 4, 2019",Nika Kvantaliani,21,Attacking Midfield,Georgia,"
Widzew Lodz ", 2 Liga ,"
Shukura ",,125 K €,Free transfer
"Mar 4, 2019",Diego Blanco,24,Centre-Forward,Uruguay,"
Huracán ", Uruguay		,"
Central ",,125 K €,Free transfer
"Mar 4, 2019",Denys Belousov,22,Right Winger,Ukraine,"
Kremin ", Ukraine		,"
Gornostaivka ",,50 K €,Free transfer
"Mar 4, 2019",Mathías López,24,Central Midfield,Uruguay,"
Cerrito ", Segunda División ,"
Albion FC ",,200 K €,Free transfer
"Mar 4, 2019",Diego Gutiérrez,22,Right Midfield,Canada,"
CD Palestino ", Primera División ,"
Valour FC ",,100 K €,Free transfer
"Mar 4, 2019",Mateus Norton,22,Defensive Midfield,Brazil,"
Fluminense ", Série A ,"
Zorya Lugansk ",,400 K €,Free transfer
"Mar 4, 2019",Fauzan Jamal,30,Left-Back,Indonesia,"
PSM Makassar ", Liga 1 ,"
PSIS ",,75 K €,Free transfer
"Mar 4, 2019",Dominik Mihaljevic,24,Central Midfield,Croatia,"
NK Jarun Zagreb ", Croatia		,"
ND Ilirija ",,100 K €,?
"Mar 4, 2019",Erik Lindell,23,Right Midfield,Sweden,"
Norrköping ", Allsvenskan ,"
Degerfors ",,200 K €,?
"Mar 4, 2019",Jiri Sedlacek,21,Forward,Czech Republic,"
Domazlice ", CFL ,"
Kraluv Dvur ",,50 K €,?
"Mar 5, 2019",Tomas Mrazek,32,Centre-Forward,Czech Republic,"
Vitkovice ", FNL ,"
SC Pustá Polom ",,150 K €,Free transfer
"Mar 5, 2019",Du-hyeon Kim,36,Central Midfield,"Korea, South","
Negeri Sembilan ", Malaysia		,"
Indy Eleven ",,350 K €,Free transfer
"Mar 5, 2019",Issey Nakajima,34,Right Winger,Canada,"
Pahang FA ", Super League ,"
Pacific FC ",,150 K €,Free transfer
"Mar 5, 2019",Zié Diabaté,30,Left-Back,Cote d'Ivoire,"
FC Chauray ", France		,"
Foolad ",,300 K €,Free transfer
"Mar 5, 2019",Ilya Vorotnikov,33,Centre-Back,Kazakhstan,"
Taraz ", Premier Liga ,"
Kaspiy Aktau ",,150 K €,Free transfer
"Mar 5, 2019",Robert Valenta,29,Attacking Midfield,Slovakia,"
FC Nitra ", Fortuna Liga ,"
FC Pata ",,150 K €,Free transfer
"Mar 5, 2019",Alexandru Frangu,34,Defensive Midfield,Romania,"
Progresul S. ", Romania		,"
Carmen Buk. ",,25 K €,Free transfer
"Mar 5, 2019",Chol-min Rim,28,Centre-Forward,"Korea, North","
Rimyongsu SC "," Korea, North		","
April 25 SC ",,50 K €,Free transfer
"Mar 5, 2019",Konstantinos Stavrothanasopoulos,27,Right Winger,Greece,"
Frej ", Superettan ,"
VPS ",,50 K €,Free transfer
"Mar 5, 2019",David Kokhia,25,Defensive Midfield,Georgia,"
PFK Sumy ", Persha Liga ,"
FC Shevardeni ",,75 K €,Free transfer
"Mar 5, 2019",Jeremy de Nooijer,26,Defensive Midfield,Curacao,"
Sheriff ", Divizia Nationala ,"
Suduva ",,275 K €,Free transfer
"Mar 5, 2019",Radu Rogac,23,Centre-Back,Moldova,"
Tarxien ", Premier League ,"
Dinamo-Auto ",,75 K €,Free transfer
"Mar 5, 2019",Seong-jun Jo,28,Attacking Midfield,"Korea, South","
Gwangju FC ", K League 2 ,"
Seongnam FC ",,200 K €,Free transfer
"Mar 5, 2019",Oleksiy Savchenko,25,Defensive Midfield,Ukraine,"
Chornomorets ", Premier Liga ,"
Polissya 2016 ",,400 K €,Free transfer
"Mar 5, 2019",Roman Stefurak,22,Attacking Midfield,Ukraine,"
MFK Metalurg ", Ukraine		,"
SK Tavriya ",,50 K €,Free transfer
"Mar 5, 2019",Maksim Davidchuk,26,Centre-Back,Russia,"
Kyzyltash ", Russia		,"
FK Sevastopol  ",,50 K €,Free transfer
"Mar 5, 2019",Milenko Malovic,24,Left-Back,Serbia,"
Dobanovci ", Prva liga Srbije ,"
Tekstilac ",,50 K €,Free transfer
"Mar 5, 2019",Ihor Poruchynskyi,24,Right Midfield,Ukraine,"
Polissya 2016 ", Ukraine		,"
FK Kalush ",,25 K €,Free transfer
"Mar 5, 2019",Yehor Luhovyi,23,Left-Back,Ukraine,"
PFK Sumy ", Persha Liga ,"
Pol. Glubczyce ",,50 K €,Free transfer
"Mar 5, 2019",Aleksandr Novik,24,Centre-Back,Belarus,"
Torpedo Zhodino ", Vysheyshaya Liga ,"
Belshina ",,50 K €,Free transfer
"Mar 5, 2019",Yuto Sasaki,24,Centre-Forward,Japan,"
NK Fuzinar ", Druga Liga ,"
Kirivong FC ",,25 K €,Free transfer
"Mar 5, 2019",Martin Hurka,25,Left Midfield,Czech Republic,"
Litomericko ", CFL ,"
Motorlet Prague ",,150 K €,?
"Mar 5, 2019",Rostyslav Taranukha,22,Right Winger,Ukraine,"
PFK Sumy ", Persha Liga ,"
Polissya 2016 ",,25 K €,?
"Mar 5, 2019",Jorge Lagües,22,Central Midfield,Chile,"
CDF Vial ", Chile		,"
San Antonio ",,75 K €,?
"Mar 5, 2019",Dominik Kostka,22,Left Winger,Czech Republic,"
FK Dobrovice ", CFL ,"
Motorlet Prague ",,50 K €,?
"Mar 6, 2019",Lasse Rise,32,Centre-Forward,Denmark,"
Keflavík ÍF ", Inkasso-deildin ,"
Naestved BK ",,75 K €,Free transfer
"Mar 6, 2019",Diego Silva,31,Centre-Forward,Uruguay,"
Ayutthaya Utd. ", Thailand		,"
Saint-Pierroise ",,200 K €,Free transfer
"Mar 6, 2019",Daurenbek Tazhimbetov,33,Centre-Forward,Kazakhstan,"
Kaysar ", Premier Liga ,"
Akzhayik ",,75 K €,Free transfer
"Mar 6, 2019",Pauli Kuusijärvi,32,Centre-Back,Finland,"
Helsinki IFK ", Veikkausliiga ,"
IF Gnistan ",,25 K €,Free transfer
"Mar 6, 2019",Michal Efir,26,Centre-Forward,Poland,"
Lechia Tomaszow ", 3 Liga - Group I ,"
Chelmianka ",,100 K €,Free transfer
"Mar 6, 2019",Ilnur Mangutkin,32,Left-Back,Kazakhstan,"
Shakhter K. ", Premier Liga ,"
Akzhayik ",,100 K €,Free transfer
"Mar 6, 2019",Zabikhillo Urinboev,23,Centre-Forward,Uzbekistan,"
Pakhtakor ", Superliga ,"
Tokushima Vort. ",,300 K €,Free transfer
"Mar 6, 2019",Alberto Eiraldi,28,Goalkeeper,Uruguay,"
Tacuarembó ", Segunda División ,"
Villa Teresa ",,125 K €,Free transfer
"Mar 6, 2019",Przemyslaw Mizgala,26,Attacking Midfield,Poland,"
Polonia Poraj ", Poland		,"
Gwarek T.G. ",,50 K €,Free transfer
"Mar 6, 2019",Dmitri Say,22,Goalkeeper,Belarus,"
Neman Grodno ", Vysheyshaya Liga ,"
Slonim 2017 ",,50 K €,Free transfer
"Mar 6, 2019",Santiago Morandi,34,Goalkeeper,Uruguay,"
Deportes Melipilla ", Chile		,"
Villa Teresa ",,150 K €,Free transfer
"Mar 6, 2019",Hamdi Al Massri,32,Centre-Back,Syria,"
Al-Wehdat ", Jordan		,"
Tishreen SC ",,225 K €,Free transfer
"Mar 6, 2019",Joonas Nissinen,21,Right Winger,Finland,"
Kokkolan PV ", Veikkausliiga ,"
Mikkelin ",,25 K €,Free transfer
"Mar 6, 2019",Andreas Breimyr,22,Central Midfield,Norway,"
IL Hödd ", PostNord-ligaen Avd. 1 ,"
HB Tórshavn ",,50 K €,Free transfer
"Mar 6, 2019",Ivan Antonyuk,20,Right Midfield,Ukraine,"
Mykolaiv 2 ", Ukraine		,"
FK Kalush ",,50 K €,Free transfer
"Mar 6, 2019",Nauryzbek Zhagorov,21,Left-Back,Kazakhstan,"
Okzhetpes ", Premier Liga ,"
Atyrau ",,150 K €,Free transfer
"Mar 6, 2019",Reetu Räsänen,22,Centre-Back,Finland,"
FC Haka ", Ykkönen ,"
Mikkelin ",,25 K €,Free transfer
"Mar 6, 2019",Volodymyr Senytsia,21,Centre-Back,Ukraine,"
B. Koszalin ", 3 Liga - Group II ,"
FK Kalush ",,50 K €,Free transfer
"Mar 6, 2019",Antti-Ville Räisänen,20,Central Midfield,Finland,"
AC Kajaani ", Ykkönen ,"
Mikkelin ",,25 K €,Free transfer
"Mar 6, 2019",Yuto Sashinami,25,Central Midfield,Japan,"
Vegalta Sendai ", J1 League ,"
BSK Belica ",,100 K €,Free transfer
"Mar 6, 2019",Julián Gottesman,25,Defensive Midfield,Uruguay,"
Tacuarembó ", Segunda División ,"
Villa Teresa ",,200 K €,Free transfer
"Mar 6, 2019",Uduak Idemokon,24,Right Winger,Nigeria,"
Abia Warriors ", NPFL ,"
Aksehir Spor ",,50 K €,Free transfer
"Mar 6, 2019",Matías Cóccaro,21,Centre-Forward,Uruguay,"
Rampla Jrs ", Primera División ,"
Villa Teresa ",,300 K €,Free transfer
"Mar 6, 2019",David Olaoye,22,Left Winger,England,"
El Porvenir ", Argentina		,"
Nybergsund ",,25 K €,Free transfer
"Mar 6, 2019",Malyk Hamilton,19,Right-Back,Canada,"
Toronto FC II ", USL1 ,"
Cavalry FC ",,75 K €,Free transfer
"Mar 7, 2019",Jajá,33,Centre-Forward,Brazil,"
Muangthong Utd. ", Thai League ,"
Seongnam FC ",,900 K €,Free transfer
"Mar 7, 2019",Sergey Skorykh,34,Defensive Midfield,Kazakhstan,"
Qyzyljar  ", Kazakhstan		,"
Shakhter K. ",,100 K €,Free transfer
"Mar 7, 2019",Alexandru Onica,34,Defensive Midfield,Moldova,"
Zimbru Chisinau ", Divizia Nationala ,"
Milsami Orhei ",,200 K €,Free transfer
"Mar 7, 2019",Jo Inge Berget,28,Centre-Forward,Norway,"
NYCFC ", MLS ,"
Malmö FF ",,"1,00 mil. €",Free transfer
"Mar 7, 2019",Dmitri Shchendrygin,28,Goalkeeper,Russia,"
Yevpatoria ", Russia		,"
Ocean Kerch ",,25 K €,Free transfer
"Mar 7, 2019",Artur Patras,30,Left Midfield,Moldova,"
Petrocub ", Divizia Nationala ,"
Milsami Orhei ",,250 K €,Free transfer
"Mar 7, 2019",Patryk Fryc,26,Right-Back,Poland,"
P. Niepolomice ", 1 Liga ,"
Olimpia Grudz. ",,150 K €,Free transfer
"Mar 7, 2019",David Atkinson,25,Centre-Back,England,"
ÍBV ", Pepsi Max deild ,"
Blyth Spartans ",,75 K €,Free transfer
"Mar 7, 2019",Djuro Zec,29,Left Winger,Serbia,"
Napredak ", Super liga Srbije ,"
FK Krupa ",,450 K €,Free transfer
"Mar 7, 2019",Carlos Muñoz,29,Centre-Forward,Chile,"
Española ", Primera División ,"
Cobresal ",,300 K €,Free transfer
"Mar 7, 2019",Hendrik Starostzik,27,Centre-Back,Germany,"
Hallescher FC ", 3. Liga ,"
Pacific FC ",,175 K €,Free transfer
"Mar 7, 2019",Bruno Lopes,32,Centre-Forward,Brazil,"
Monte. Yamagata ", J2 League ,"
Futebol Clube Cascavel (PR) ",,100 K €,Free transfer
"Mar 7, 2019",Richárd Balázs,28,Attacking Midfield,Hungary,"
Balmazújváros ", NB II. ,"
Rákospalota ",,50 K €,Free transfer
"Mar 7, 2019",Sergi Samper,24,Defensive Midfield,Spain,"
FC Barcelona ", LaLiga ,"
Vissel Kobe ",,"2,00 mil. €",Free transfer
"Mar 7, 2019",Kohei Kato,29,Defensive Midfield,Japan,"
Sagan Tosu ", J1 League ,"
Widzew Lodz ",,200 K €,Free transfer
"Mar 7, 2019",Patrik Johannesen,23,Centre-Forward,Faroe Islands,"
Florö SK ", PostNord-ligaen Avd. 2 ,"
KÍ Klaksvík ",,25 K €,Free transfer
"Mar 7, 2019",Aleksey Maltsev,32,Left Winger,Kazakhstan,"
FK Altay II ", Kazakhstan		,"
Akzhayik ",,150 K €,Free transfer
"Mar 7, 2019",Marko Marcius,23,Centre-Forward,Croatia,"
1.SC Znojmo ", FNL ,"
Drava Ptuj ",,100 K €,Free transfer
"Mar 7, 2019",Ricardo Álvarez,20,Attacking Midfield,Chile,"
Colo Colo ", Primera División ,"
Huachipato U20 ",,50 K €,Free transfer
"Mar 7, 2019",Tatu Varmanen,20,Right-Back,Finland,"
FC Inter ", Veikkausliiga ,"
TPS ",,50 K €,Free transfer
"Mar 7, 2019",Matic Furjan,20,Left Winger,Slovenia,"
ND Ilirija ", Druga Liga ,"
NK Ankaran ",,50 K €,Free transfer
"Mar 7, 2019",Manuel Reyes,21,Second Striker,Chile,"
CDUC ", Primera División ,"
Lautaro Buin ",,50 K €,Free transfer
"Mar 7, 2019",Máté Köböl,26,Defensive Midfield,Slovakia,"
Tiszakécske ", NB II. ,"
Rimavska Sobota ",,50 K €,Free transfer
"Mar 7, 2019",Pavel Chikida,23,Right-Back,Belarus,"
Smolevichi ", Pershaja Liga ,"
Dnyapro Mogilev ",,100 K €,Free transfer
"Mar 7, 2019",Tomislav Pehar,19,Goalkeeper,Bosnia-Herzegovina,"
HNK Capljina ", Prva liga FBIH ,"
Snaefell ",,25 K €,Free transfer
"Mar 8, 2019",Mykola Kovtalyuk,23,Centre-Forward,Ukraine,"
FC Dila ", Crystalbet Erovnuli Liga ,"
FC Anyang ",,375 K €,200 K €
"Mar 8, 2019",Andrei Ionescu,30,Central Midfield,Romania,"
FC Voluntari ", Liga 1 - Relegation group ,"
Metaloglobus ",,50 K €,Free transfer
"Mar 8, 2019",Mariusz Przybylski,37,Central Midfield,Poland,"
Polonia Bytom ", Poland		,"
RKS Radomsko ",,50 K €,Free transfer
"Mar 8, 2019",Vladimir Pyatigorets,28,Goalkeeper,Belarus,"
Torpedo Minsk ", Vysheyshaya Liga ,"
Belshina ",,50 K €,Free transfer
"Mar 8, 2019",Nemanja Lekanic,29,Right Midfield,Serbia,"
OFK Sloga ", Prva Liga RS ,"
B. Banja Luka ",,25 K €,Free transfer
"Mar 8, 2019",Geuvânio,26,Right Winger,Brazil,"
TJ Tianhai ", Super League ,"
Atlético-MG ",,"1,50 mil. €",Free transfer
"Mar 8, 2019",Milan Basrak,24,Centre-Forward,Serbia,"
Birkirkara FC ", Premier League ,"
Tatran Presov ",,50 K €,Free transfer
"Mar 8, 2019",Pavel Bordukov,25,Central Midfield,Belarus,"
Dnepr Mogilev ", Belarus		,"
Belshina ",,100 K €,Free transfer
"Mar 8, 2019",Dominic McHale,22,Left Winger,England,"
Ashton United ", England		,"
FC United ",,50 K €,Free transfer
"Mar 8, 2019",Camilo Melivilú,25,Centre-Forward,Chile,"
San Luis ", Chile		,"
CD SM (Arica) ",,100 K €,Free transfer
"Mar 8, 2019",Igor Pikalkin,26,Defensive Midfield,Kazakhstan,"
Shakhter K. ", Premier Liga ,"
Taraz ",,300 K €,Free transfer
"Mar 8, 2019",Kirill Pasichnik,25,Centre-Back,Kazakhstan,"
Shakhter K. ", Premier Liga ,"
Kyran ",,175 K €,Free transfer
"Mar 8, 2019",Badr Rahhaoui,21,Forward,Norway,"
Förde ", Norway		,"
Levanger FK ",,50 K €,Free transfer
"Mar 8, 2019",Yomi Scintu,21,Centre-Forward,Italy,"
VfB Eichstätt ", Regionalliga Bayern ,"
Union II ",,75 K €,Free transfer
"Mar 8, 2019",George Casey,21,Defensive Midfield,England,"
Cheshunt ", England		,"
Ware FC ",,25 K €,Free transfer
"Mar 8, 2019",Danil Tsoy,23,Left-Back,Kazakhstan,"
Taraz ", Premier Liga ,"
Qyzyljar  ",,150 K €,Free transfer
"Mar 8, 2019",Altynbek Saparov,23,Central Midfield,Kazakhstan,"
Atyrau ", Premier Liga ,"
Okzhetpes ",,250 K €,Free transfer
"Mar 8, 2019",Kevin Flores,24,Central Midfield,Chile,"
Ind. Cauquenes ", Chile		,"
CD SM (Arica) ",,150 K €,Free transfer
"Mar 8, 2019",Tadas Jocys,24,Centre-Forward,Iceland,"
ÍF Huginn ", Iceland		,"
Leiknir F. ",,25 K €,Free transfer
"Mar 8, 2019",Adam Darina,21,Goalkeeper,Czech Republic,"
FK Dobrovice ", CFL ,"
SK Roztoky ",,50 K €,Free transfer
"Mar 8, 2019",Brynjar Óli Bjarnason,20,Central Midfield,Iceland,"
Breidablik ", Pepsi Max deild ,"
B71 Sandoy ",,25 K €,Free transfer
"Mar 8, 2019",Mohamed Lamine Diakite,22,Defensive Midfield,United States,"
SSC Farul ", Liga 2 ,"
Braila ",,50 K €,Free transfer
"Mar 8, 2019",Kenan Vuckic,20,Defender,Bosnia-Herzegovina,"
Zeljeznicar BL ", Prva Liga RS ,"
NK Podgrmec  ",,25 K €,Free transfer
"Mar 8, 2019",Evgeni Krasnov,21,Central Midfield,Belarus,"
Dnepr Mogilev ", Belarus		,"
Isloch ",,50 K €,Free transfer
"Mar 8, 2019",Vladimir Pokorny,38,Forward,Czech Republic,"
Viktorie Jirny ", CFL ,"
Uhelné sklady ",,50 K €,?
"Mar 9, 2019",Arnold Origi,35,Goalkeeper,Kenya,"
Kongsvinger ", OBOS-ligaen ,"
Helsinki IFK ",,100 K €,Free transfer
"Mar 9, 2019",Bernardo Long,29,Goalkeeper,Uruguay,"
Xelajú ", Guatemala		,"
Rentistas ",,300 K €,Free transfer
"Mar 9, 2019",Kyrylo Silich,28,Attacking Midfield,Ukraine,"
07 Vestur ", Faroe Islands		,"
Dainava ",,75 K €,Free transfer
"Mar 9, 2019",Lyle Della-Verde,24,Left Midfield,England,"
Braintree ", National League ,"
Kingstonian FC ",,50 K €,Free transfer
"Mar 9, 2019",Matías Abisab,25,Attacking Midfield,Uruguay,"
Sud America ", Segunda División ,"
Rentistas ",,325 K €,Free transfer
"Mar 9, 2019",Gabrielius Zagurskas,26,Left-Back,Lithuania,"
Kauno Zalgiris ", A Lyga ,"
Snaefell ",,100 K €,Free transfer
"Mar 9, 2019",Guram Tetrashvili,30,Right-Back,Russia,"
Anzhi ", Premier Liga ,"
Gomel ",,500 K €,Free transfer
"Mar 9, 2019",Denis,29,Centre-Forward,Brazil,"
FF Jaro ", Ykkönen ,"
Mikkelin ",,150 K €,Free transfer
"Mar 9, 2019",Rashid Alhassan,18,Left-Back,Ghana,"
Aduana Stars ", Ghana		,"
M. Boleslav U19 ",,25 K €,Free transfer
"Mar 9, 2019",Martin Klein,34,Centre-Back,Czech Republic,"
Viktorie Jirny ", CFL ,"
Benatky ",,75 K €,?
"Mar 9, 2019",Johan Sotil,36,Attacking Midfield,Peru,"
Santa Rosa PNP ", Liga 2 ,"
Santos FC ",,125 K €,?
"Mar 9, 2019",Dusan Jajic,20,Defensive Midfield,Sweden,"
Hammarby ", Allsvenskan ,"
Brommapojkarna ",,250 K €,?
"Mar 9, 2019",Elderson,31,Left-Back,Nigeria,"
Without Club ",,"
HJK Helsinki ",,700 K €,-
"Mar 9, 2019",Dénes Szakály,30,Attacking Midfield,Hungary,"
Without Club ",,"
BFC Siófok ",,175 K €,-
"Mar 9, 2019",Luciano Balbi,29,Left-Back,Argentina,"
Without Club ",,"
FC Inter ",,400 K €,-
"Mar 9, 2019",Ali Ahamada,27,Goalkeeper,Comoros,"
Without Club ",,"
Kongsvinger ",,750 K €,-
"Mar 9, 2019",Eros Pellegrini,28,Right-Back,Italy,"
Without Club ",,"
Montebelluna ",,100 K €,-
"Mar 9, 2019",Nico Paterni,23,Right-Back,Italy,"
Without Club ",,"
VF Colligiana ",,75 K €,-
"Mar 9, 2019",Aleksandar Konov,25,Goalkeeper,Bulgaria,"
Lori Vanadzor ", Bardsragujn chumb ,"
Retired ",,150 K €,-
"Mar 9, 2019",Will Randall,21,Left Winger,England,"
Without Club ",,"
Newport County ",,50 K €,-
"Mar 9, 2019",Karolis Gvildys,24,Centre-Back,Lithuania,"
Without Club ",,"
Snaefell ",,75 K €,-
"Mar 9, 2019",Oleksandr Chernetskyi,23,Defensive Midfield,Ukraine,"
Gornostaivka ", Ukraine		,"
Without Club ",,25 K €,-
"Mar 10, 2019",Andrei Novicov,32,Centre-Back,Moldova,"
Milsami Orhei ", Divizia Nationala ,"
Sfintul Gheor. ",,150 K €,Free transfer
"Mar 10, 2019",Pavel Vidanov,30,Centre-Back,Bulgaria,"
Slavia Sofia ", efbet Liga ,"
Atlantas ",,150 K €,Free transfer
"Mar 10, 2019",Vadim Cemirtan,31,Centre-Forward,Moldova,"
Bukhara  ", Superliga ,"
Sfintul Gheor. ",,200 K €,Free transfer
"Mar 10, 2019",Silvio Dorrego,31,Left-Back,Uruguay,"
Cerrito ", Segunda División ,"
Villa Española ",,100 K €,Free transfer
"Mar 10, 2019",Samu Suoraniemi,24,Right Midfield,Finland,"
JJK Jyväskylä ", Kolmonen Itä-Suomi ,"
FC Vaajakoski ",,25 K €,Free transfer
"Mar 10, 2019",Maxim Focsa,26,Centre-Back,Moldova,"
Pembroke  ", First Division ,"
Sfintul Gheor. ",,125 K €,Free transfer
"Mar 10, 2019",Gentrit Kovaqi,20,Centre-Back,Finland,"
JJK Jyväskylä ", Kolmonen Itä-Suomi ,"
Salon Pallo ",,25 K €,Free transfer
"Mar 10, 2019",Lucas De Los Santos,21,Left-Back,Uruguay,"
Danubio U19 ", Uruguay		,"
Cerrito ",,75 K €,?
"Mar 10, 2019",Shannon Brady,22,Right Winger,Australia,"
Brisbane Roar ", A-League ,"
GC Knights ",,100 K €,-
"Mar 10, 2019",Federico Mazzarani,18,Centre-Back,Italy,"
Ternana U19 ", Italy		,"
Ternana ",,25 K €,-
"Mar 11, 2019",Mostapha El Kabir,30,Centre-Forward,Morocco,"
Ankaragücü ", Süper Lig ,"
Kalmar FF ",,900 K €,Free transfer
"Mar 11, 2019",Igor Bugaev,34,Centre-Forward,Moldova,"
Milsami Orhei ", Divizia Nationala ,"
Dinamo-Auto ",,200 K €,Free transfer
"Mar 11, 2019",Andrei Cojocari,32,Defensive Midfield,Moldova,"
Milsami Orhei ", Divizia Nationala ,"
Zimbru Chisinau ",,250 K €,Free transfer
"Mar 11, 2019",Daniel Golebiewski,31,Centre-Forward,Poland,"
Legionovia ", 3 Liga - Group I ,"
 Zbik Nasielsk ",,125 K €,Free transfer
"Mar 11, 2019",Oleg Andronic,30,Centre-Forward,Moldova,"
Milsami Orhei ", Divizia Nationala ,"
Zimbru Chisinau ",,75 K €,Free transfer
"Mar 11, 2019",Matthew Rusike,28,Centre-Forward,Zimbabwe,"
Cape Town City ", ABSA Premiership ,"
Stabæk Fotball ",,350 K €,Free transfer
"Mar 11, 2019",Gela Gogitidze,28,Centre-Back,Georgia,"
FC Shevardeni ", Georgia		,"
Shukura ",,100 K €,Free transfer
"Mar 11, 2019",Gedion Zelalem,22,Central Midfield,United States,"
Arsenal U23 ", Premier League 2 ,"
Kansas ",,250 K €,Free transfer
"Mar 11, 2019",Denis Macogonenco,23,Goalkeeper,Moldova,"
Kyzyltash ", Russia		,"
CSF Speranta ",,25 K €,Free transfer
"Mar 11, 2019",Dzhamaldin Khodzhaniyazov,22,Centre-Back,Russia,"
Ural ", Premier Liga ,"
BATE Borisov ",,350 K €,Free transfer
"Mar 11, 2019",Dayron Mosquera,23,Defensive Midfield,Colombia,"
Leones FC ", Torneo DIMAYOR ,"
CSF Speranta ",,450 K €,Free transfer
"Mar 11, 2019",Arcadie Rusu,20,Right-Back,Moldova,"
Petrocub ", Divizia Nationala ,"
Codru Lozova ",,150 K €,Free transfer
"Mar 11, 2019",Jan Farsky,22,Defender,Czech Republic,"
Frydek-Mistek ", MSFL ,"
Frenstat p. R. ",,50 K €,Free transfer
