Club Name TM,Club Name Wikidata,venueLabel,Latitude,Longitude
Torpedo Moscow ,FC Torpedo Moscow,Eduard Streltsov Stadium,55.716389,37.656389
Tottenham Hotspur F.C. ,Tottenham Hotspur F.C.,Tottenham Hotspur Stadium,51.60444444,-0.066388888
Tottenham Hotspur F.C. ,Tottenham Hotspur F.C.,Tottenham Hotspur Stadium,51.60444444,-0.066388888
Tottenham Hotspur F.C. ,Tottenham Hotspur F.C.,Tottenham Hotspur Stadium,51.60444444,-0.066388888
Toulouse FC,Toulouse FC,Stadium Municipal,43.583296,1.434055
Trabzonspor,Trabzonspor,Hüseyin Avni Aker Stadium,41.003664,39.705317
Tractor S.C.,Tractor S.C.,Yadegar-e Emam Stadium,38.026667,46.295833
Trapani ,Trapani Calcio,Stadio Polisportivo Provinciale,38.028333,12.545833
Trelleborg ,Trelleborgs FF,Vångavallen,55.38680556,13.15816667
Tromsø IL,Tromsø IL,Alfheim Stadion,69.648872,18.935042
U.C. Sampdoriaia ,U.C. Sampdoria,Stadio Luigi Ferraris,44.416431,8.952428
U.D. Leiria ,U.D. Leiria,Estádio Dr. Magalhães Pessoa,39.74861111,-8.813055555
U.D. Leiria ,U.D. Leiria,Estádio Municipal da Marinha Grande,39.736977,-8.931459
UC AlbinoLeffe ,U.C. AlbinoLeffe,Stadio Atleti Azzurri d'Italia,45.708889,9.680833
UD Almería ,AD Almería,Estadio Municipal Juan Rojas,36.862,-2.44529
UD Las Palmas ,Universidad de Las Palmas CF,Q609462,28.118125,-15.438525
UNAM Pumas ,Pumas UNAH,Estadio Tiburcio Carías Andino beach,14.098403,-87.203978
US Boulogne ,US Boulogne,Stade de la Libération,50.723742,1.619411
UTA Arad ,UTA Arad,Stadionul Francisc von Neumann,46.1925,21.3114
UdeConce ,C.D. Universidad de Concepción,Estadio Ester Roa Rebolledo,-36.815278,-73.023333
Udinese Calcio,Udinese Calcio,Stadio Friuli,46.081603,13.200136
Ulsan Hyundai FC,Ulsan Hyundai FC,Ulsan Munsu Football Stadium,35.535328,129.259512
Uni. Craiova ,FCU Craiova 1948,Stadionul Ion Oblemenco,44.313889,23.784167
Unione Sportiva Lecce ,Unione Sportiva Lecce,Stadio Via del Mare,40.365278,18.208889
Unione Sportiva Sassuolo Calcio ,Unione Sportiva Sassuolo Calcio,Mapei Stadium – Città del Tricolore,44.714722,10.649722
Unirea Urziceni ,FC Unirea Urziceni,Stadionul Tineretului,44.712625,26.656017
University College Dublin A.F.C.,University College Dublin A.F.C.,UCD Bowl,53.310408,-6.228058
Unión Comerciooo,Unión Comerciooo,Estadio IPD de Moyobamba,-6.031864,-76.964335
Unión Española,Unión Española,Estadio Santa Laura-Universidad SEK,-33.404553,-70.659017
Unterhaching ,SpVgg Unterhaching,Generali Sportpark,48.073611,11.615556
Urawa Red Diamonds,Urawa Red Diamonds,Saitama Stadium 2002,35.903142,139.717492
V-V. Nagasaki ,V-Varen Nagasaki,Nagasaki Athletic Stadium,32.838611,130.039444
VVV-Venlo,VVV-Venlo,De Koel,51.351944,6.179722
Valencia CF ,Valencia CF,Mestalla Stadium,39.474722,-0.358333
Valenciennes FC ,Valenciennes F.C.,Stade du Hainaut,50.348486,3.529336
Valur ,Valur,Hlíðarendi,64.132778,-21.923611
Vancouver Whitecaps,Vancouver Whitecaps,Swangard Stadium,49.2308,-123.021
Vegalta Sendai,Vegalta Sendai,Yurtec Stadium Sendai,38.319167,140.881944
Vejle-Kolding ,Kolding FC,Kolding Stadion,55.494167,9.459167
Venezia ,Venezia F.C.,Stadio Pierluigi Penzo,45.427761,12.363731
Ventforet Kofu ,Ventforet Kofu,Yamanashi Chuo Bank Stadium,35.622376,138.589756
VfL Bochum ,VfL Bochum,Ruhrstadion,51.489944,7.236489
VfL Wolfsburg,VfL Wolfsburg,Volkswagen Arena,52.431944,10.803889
Viking FK,Viking FK,Viking Stadion,58.914611,5.730442
Viktoria Plzen ,Viktoria Aschaffenburg,Q2326122,49.9703,9.12991
Villarreal Club de Fútbol,Villarreal Club de Fútbol,Estadio de la Cerámica,39.944167,-0.103611
Villarreal Club de FútbolCF B ,Villarreal Club de Fútbol,Estadio de la Cerámica,39.944167,-0.103611
Virtus Entella ,Virtus Entella,Stadio Comunale,44.3156,9.33732
Virtus Lanciano ,Società Sportiva Virtus Lanciano 1924,Stadio Guido Biondi,42.219722,14.382222
Vissel Kobe,Vissel Kobe,Home's Stadium Kobe,34.656708,135.168964
Vitesse,Vitesse,GelreDome,51.9625,5.893056
Vitória S.C.,Vitória S.C.,Estádio D. Afonso Henriques,41.445833,-8.301111
Vålerenga Fotball,Vålerenga Fotball,Intility Arena,59.9183,10.8094
WH Zall ,Wuhan Zall F.C.,Wuhan Sports Center,30.502313,114.166253
Wuhan Zall F.C.,Wuhan Zall F.C.,Wuhan Sports Center,30.502313,114.166253
Waasl.-Beveren ,Waasland-Beveren,Freethiel Stadion,51.214139,4.243931
Wadi Degla SC,Wadi Degla SC,Cairo Military Academy Stadium,30.1111,31.3676
Watford F.C. ,Watford F.C.,Vicarage Road,51.649928,-0.401606
West Bromwich Albion F.C.,West Bromwich Albion F.C.,The Hawthorns,52.50916667,-1.963888888
West Ham United F.C. ,West Ham United F.C.,London Stadium,51.53861111,-0.016388888
Western Sydney Wanderers FC,Western Sydney Wanderers FC,Sydney Showground Stadium,-33.843056,151.067778
Widzew Łódź,Widzew Łódź,Stadion Widzewa,51.765,19.511667
Wigan Athletic F.C.,Wigan Athletic F.C.,DW Stadium,53.547778,-2.653889
Willem II,Willem II,Koning Willem II Stadion,51.542778,5.066944
Wisla Plock ,Wisła Płock,Kazimierz Górski Stadium,52.562004,19.684067
Wolfsberger AC,Wolfsberger AC,Lavanttal-Arena,46.8253,14.8514
Wolfsburg II ,VfL Wolfsburg II,Q17310094,52.434577,10.807511
Wolverhampton Wanderers F.C. ,Wolverhampton Wanderers F.C.,Molineux Stadium,52.59027778,-2.130277777
Würzb. Kickers ,Würzburger Kickers,flyeralarm Arena,49.76719444,9.932944444
YB Funde ,Sudet,Kouvolan keskuskenttä,60.87194444,26.71333333
YC Helanshan ,Cheonan FC,Cheongju Sports Complex,36.637851,127.472375
Yokohama FC,Yokohama FC,Nippatsu Mitsuzawa Stadium,35.470029,139.601528
Zagłębie Lubin,Zagłębie Lubin,Stadion Zagłębia Lubin,51.413333,16.1975
Zamalek SCU23 ,Nashville SC U23,Vanderbilt Stadium,36.14416667,-86.80888889
Zawisza ,Zawisza Bydgoszcz,Zdzisław Krzyszkowiak Stadium,53.145556,18.020556
Zhejiang Greentown F.C.,Zhejiang Greentown F.C.,Yellow Dragon Sports Center,30.2683,120.129
Zhemchuzhina ,FC Zhemchuzhina-Sochi,Sochi Central Stadium,43.56511389,39.75264722
Zob Ahan F.C.,Zob Ahan F.C.,Foolad Shahr Stadium,32.4828,51.4214
Zulte Waregem ,S.V. Zulte Waregem,Regenboogstadion,50.883056,3.428889
Åtvidabergs FF,Åtvidabergs FF,Kopparvallen,58.19458333,15.99583333
Çaykur Rizespor,Çaykur Rizespor,Yeni Rize Şehir Stadı,41.0167,40.5167
Örebro SK,Örebro SK,Behrn Arena,59.26611111,15.22305556
Östersunds FK,Östersunds FK,Jämtkraft Arena,63.19472222,14.65583333
Újpest FC ,Újpest FC,Ferenc Szusza Stadium,47.574892,19.08465
İstanbul Başakşehir FC,İstanbul Başakşehir FC,Atatürk Olympic Stadium,41.07447222,28.76570278
İstanbul Başakşehir FC,İstanbul Başakşehir FC,Başakşehir Fatih Terim Stadium Arenas,41.1229,28.8086
