Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Aug 13, 2007",Mehmet Ipek,31,Right Midfield,Turkey,"
A.Sebatspor ", Turkey		,"
Arsinspor ",,50 K €,
"Aug 14, 2007",Carlos Grossmüller,24,Central Midfield,Uruguay,"
Danubio FC ", Uruguay		,"
FC Schalke 04 ",,"4,00 mil. €","3,50 mil. €"
"Aug 14, 2007",Josué,28,Defensive Midfield,Brazil,"
São Paulo ", Série A ,"
VfL Wolfsburg ",,"3,50 mil. €","1,46 mil. €"
"Aug 14, 2007",Ilker Avcibay,28,Goalkeeper,Turkey,"
Antalyaspor ", 1.Lig ,"
Adana Demirspor ",,350 K €,Free transfer
"Aug 14, 2007",Gideon de Graaf,21,Defensive Midfield,Netherlands,"
RC Mechelen ", Belgium		,"
Royal Cappellen ",,50 K €,Free transfer
"Aug 14, 2007",Benjamin Koncic,22,Centre-Forward,Croatia,"
MSV Duisburg II ", Oberliga Nordrhein ,"
A. Lustenau ",,50 K €,Free transfer
"Aug 14, 2007",Aurélien Collin,21,Centre-Back,France,"
RCD Mallorca B  ", Spain		,"
Gretna ",,50 K €,Free transfer
"Aug 14, 2007",Levent Kartop,27,Defensive Midfield,Turkey,"
Antalyaspor ", 1.Lig ,"
Adana Demirspor ",,"1,75 mil. €",?
"Aug 14, 2007",Haci Arif Turgut,32,Right-Back,Turkey,"
Elazigspor  ", 1.Lig ,"
C. Dardanel ",,500 K €,?
"Aug 14, 2007",Emre Güsar,29,Centre-Back,Turkey,"
Mardinspor ", 1.Lig ,"
Adana Demirspor ",,50 K €,?
"Aug 14, 2007",Levent Kayatekin,28,Defender,Turkey,"
Sariyer ", Turkey		,"
Zeytinburnuspor ",,450 K €,?
"Aug 15, 2007",Chris Brunt,22,Left Midfield,Northern Ireland,"
Sheff Wed ", Championship ,"
West Brom ",,"1,00 mil. €","3,75 mil. €"
"Aug 15, 2007",Ishmael Miller,20,Centre-Forward,England,"
Man City ", Premier League ,"
West Brom ",,800 K €,"1,50 mil. €"
"Aug 15, 2007",Stjepan Tomas,31,Centre-Back,Croatia,"
Galatasaray ", Süper Lig ,"
Rubin Kazan ",,"4,10 mil. €",700 K €
"Aug 15, 2007",Behram Zülaloglu,24,Goalkeeper,Turkey,"
Istanbulspor ", 1.Lig ,"
Kocaelispor ",,200 K €,Free transfer
"Aug 15, 2007",Kubilay Aydin,31,Goalkeeper,Turkey,"
Kartalspor ", 1.Lig ,"
Kücükköyspor ",,100 K €,Free transfer
"Aug 15, 2007",Arslan Kopuz,30,Goalkeeper,Turkey,"
Pazarspor  ", Turkey		,"
Kocaelispor ",,200 K €,Free transfer
"Aug 15, 2007",Ciaran Donnelly,23,Central Midfield,England,"
Blackpool ", Championship ,"
Fleetwood ",,50 K €,Free transfer
"Aug 15, 2007",Hakan Tüfekci,29,Centre-Back,Turkey,"
Boluspor ", 1.Lig ,"
Yozgatspor AS ",,350 K €,Free transfer
"Aug 15, 2007",Oktay Derelioglu,31,Centre-Forward,Turkey,"
Yalovaspor ", Turkey		,"
Karagümrük ",,"1,00 mil. €",?
"Aug 15, 2007",Fatih Sen,28,Attacking Midfield,Turkey,"
Orduspor ", 1.Lig ,"
Kocaelispor ",,750 K €,?
"Aug 15, 2007",Serdar Topraktepe,30,Left Winger,Turkey,"
Sivasspor ", Süper Lig ,"
Kocaelispor ",,"1,00 mil. €",?
"Aug 15, 2007",Soner Sahin,26,Goalkeeper,Turkey,"
Giresunspor ", 1.Lig ,"
Kartalspor ",,50 K €,?
"Aug 15, 2007",Hakan Cimen,33,Centre-Back,Turkey,"
Istanbulspor ", 1.Lig ,"
Kocaelispor ",,300 K €,?
"Aug 15, 2007",Hakan Demir,31,Right Midfield,Turkey,"
Qarabag Agdam ", Azerbaijan		,"
Kahramanmaras ",,50 K €,?
"Aug 15, 2007",Mustafa Ramazan,24,Midfielder,Turkey,"
Kahramanmaras ", Turkey		,"
Kücükköyspor ",,50 K €,?
"Aug 15, 2007",Ozan Kurukoc,23,Centre-Back,Turkey,"
Denizlispor U21 ", Turkey		,"
Bozüyükspor  ",,200 K €,?
"Aug 15, 2007",Erhan Eren,22,Left-Back,Turkey,"
C. Dardanel ", Turkey		,"
Gaskispor ",,150 K €,?
"Aug 15, 2007",Mustafa Kocabey,32,Centre-Forward,Turkey,"
C. Dardanel ", Turkey		,"
Beylerbeyi ",,170 K €,?
"Aug 15, 2007",Sezar Güner,34,Attacking Midfield,Turkey,"
Mezitlispor ", Turkey		,"
Kahramanmaras ",,75 K €,?
"Aug 15, 2007",Mark Delaney,31,Right-Back,Wales,"
Aston Villa ", Premier League ,"
Retired ",,"1,90 mil. €",-
"Aug 16, 2007",Kieron Dyer,28,Right Midfield,England,"
Newcastle ", Premier League ,"
West Ham ",,"9,20 mil. €","12,00 mil. €"
"Aug 16, 2007",Matteo Contini,27,Centre-Back,Italy,"
Parma ", Serie A ,"
SSC Napoli ",,"2,30 mil. €","3,20 mil. €"
"Aug 16, 2007",Maxi López,23,Centre-Forward,Argentina,"
FC Barcelona ", LaLiga ,"
FK Moskau ",,"4,00 mil. €","2,00 mil. €"
"Aug 16, 2007",Wayne Thomas,28,Centre-Back,England,"
Burnley ", Championship ,"
Southampton ",,400 K €,"1,70 mil. €"
"Aug 16, 2007",Steve von Bergen,24,Centre-Back,Switzerland,"
FC Zürich ", Super League ,"
Hertha BSC ",,"1,50 mil. €","1,50 mil. €"
"Aug 16, 2007",Turan Bilge,29,Left-Back,Turkey,"
Eskisehirspor ", 1.Lig ,"
Sanliurfa Bld ",,750 K €,Free transfer
"Aug 16, 2007",Sunay Zafer,25,Goalkeeper,Turkey,"
Nazilli Bld. ", Turkey		,"
Afyonkarahisar ",,275 K €,?
"Aug 16, 2007",Erkan Atilgan,25,Left-Back,Germany,"
Konyaspor ", Süper Lig ,"
Zeytinburnuspor ",,100 K €,?
"Aug 16, 2007",Zoran Zekic,33,Centre-Forward,Croatia,"
Cibalia ", 1.HNL ,"
NK Istra ",,500 K €,?
"Aug 16, 2007",Alp Kücükvardar,31,Centre-Forward,Turkey,"
Türk Telekom ", Turkey		,"
C. Dardanel ",,"1,50 mil. €",?
"Aug 16, 2007",Edoardo Gorini,33,Centre-Back,Italy,"
Ravenna ", Serie B ,"
Cittadella ",,50 K €,?
"Aug 16, 2007",Arda Demiral,20,Right-Back,Turkey,"
Trabzonspor U21 ", Turkey		,"
Pazarspor  ",,150 K €,?
"Aug 16, 2007",Edim Demir,21,Centre-Forward,Turkey,"
Hacettepe ", Süper Lig ,"
Körfez Isk. ",,500 K €,?
"Aug 17, 2007",Erhan Albayrak,30,Left Midfield,Turkey,"
C. Rizespor ", Süper Lig ,"
Osmanlispor ",,"1,50 mil. €",Free transfer
"Aug 17, 2007",Baykal Aydinli,24,Defensive Midfield,Turkey,"
Karabükspor ", Turkey		,"
Gebzespor ",,200 K €,Free transfer
"Aug 17, 2007",Alioum Saidou,29,Defensive Midfield,Cameroon,"
FC Nantes ", Ligue 2 ,"
Kayserispor ",,"1,50 mil. €",Free transfer
"Aug 17, 2007",Vincenzo Moretti,30,Left-Back,Italy,"
Avellino ", Serie B ,"
Cremonese ",,250 K €,Free transfer
"Aug 17, 2007",Tomislav Beber,28,Midfielder,Croatia,"
Aussee ", 2. Liga ,"
NK Radnik ",,50 K €,Free transfer
"Aug 17, 2007",Ervin Bevab,16,Central Midfield,Austria,"
AKA Austria U16 ", ÖFB Jugendliga U17 ,"
Aussee ",,50 K €,Free transfer
"Aug 17, 2007",Erman Ergin,26,Attacking Midfield,Turkey,"
Konyaspor ", Süper Lig ,"
Sakaryaspor ",,"1,00 mil. €",?
"Aug 17, 2007",Ante Bilokapic,28,Defender,Croatia,"
NK Mosor ", 2.HNL ,"
NK Dugopolje ",,50 K €,?
"Aug 17, 2007",Bora Sevim,23,Goalkeeper,Turkey,"
Yalovaspor ", Turkey		,"
Türk Telekom ",,150 K €,?
"Aug 17, 2007",Javier Morales,27,Attacking Midfield,Argentina,"
UD Vecindario ", 2ª B - Grupo I ,"
Salt Lake ",,400 K €,?
"Aug 17, 2007",Yusuf Peken,27,Defensive Midfield,Turkey,"
Alanyaspor ", Turkey		,"
Körfez Isk. ",,250 K €,?
"Aug 17, 2007",Fazli Ulusoy,32,Centre-Forward,Turkey,"
Without Club ",,"
Adanaspor ",,"1,85 mil. €",-
"Aug 18, 2007",Taribo West,33,Left-Back,Nigeria,"
Bridge FC ", Nigeria		,"
Paykan FC ",,825 K €,Free transfer
"Aug 20, 2007",Roland Linz,26,Centre-Forward,Austria,"
Boavista ", Liga NOS ,"
Braga ",,"4,20 mil. €","2,00 mil. €"
"Aug 20, 2007",Osman Yesilmese,28,Right-Back,Turkey,"
Maltepespor ", Turkey		,"
Hatayspor ",,50 K €,Free transfer
"Aug 20, 2007",Orhan Altay,29,Goalkeeper,Turkey,"
Kahramanmaras ", Turkey		,"
Hatayspor ",,80 K €,Free transfer
"Aug 20, 2007",Kemal Ergin,26,Goalkeeper,Turkey,"
Corumspor ", Turkey		,"
Ilkadim Yab-Pa ",,50 K €,?
"Aug 20, 2007",Bekir Kücükertas,21,Goalkeeper,Turkey,"
Bakirköyspor ", Turkey		,"
Istanbulspor ",,50 K €,?
"Aug 20, 2007",Tolga Altun,23,Centre-Forward,Turkey,"
Sariyer ", Turkey		,"
Gaziantep FK ",,50 K €,?
"Aug 20, 2007",Mehmet Yilmaz,26,Centre-Back,Turkey,"
Adana Demirspor ", Turkey		,"
Gaziantep FK ",,50 K €,?
"Aug 20, 2007",Espen Olsen,28,Centre-Forward,Norway,"
HamKam ", OBOS-ligaen ,"
Stabæk Fotball ",,400 K €,?
"Aug 21, 2007",Marcelo Zalayeta,28,Centre-Forward,Uruguay,"
Juventus ", Serie A ,"
SSC Napoli ",,"3,50 mil. €","1,40 mil. €"
"Aug 21, 2007",Jérôme Boateng,18,Centre-Back,Germany,"
Hertha BSC ", Bundesliga ,"
Hamburger SV ",,750 K €,"1,10 mil. €"
"Aug 21, 2007",Mustafa Kucukovic,20,Centre-Forward,Germany,"
Hamburger SV ", Bundesliga ,"
1860 Munich ",,400 K €,70 K €
"Aug 21, 2007",Martin Pusic,19,Centre-Forward,Austria,"
Vienna ", Regional League East ,"
ASK Schwadorf ",,50 K €,30 K €
"Aug 21, 2007",Stefan Wessels,28,Goalkeeper,Germany,"
1. FC Köln ", 2. Bundesliga ,"
Everton ",,850 K €,Free transfer
"Aug 21, 2007",Cédric Roussel,29,Centre-Forward,Belgium,"
Brescia ", Serie B ,"
RAEC Mons ",,800 K €,Free transfer
"Aug 21, 2007",Lukasz Mierzejewski,24,Right-Back,Poland,"
Zaglebie Lubin ", Ekstraklasa ,"
Widzew Lodz ",,275 K €,Free transfer
"Aug 21, 2007",Hakki Hocaoglu,32,Centre-Back,Turkey,"
Sivasspor ", Süper Lig ,"
Kocaelispor ",,"1,25 mil. €",Free transfer
"Aug 21, 2007",Veli Özdemir,28,Midfielder,Turkey,"
Bucaspor ", Turkey		,"
Usakspor ",,85 K €,Free transfer
"Aug 21, 2007",Volkan Özcan,21,Right-Back,Turkey,"
Göztepe ", Turkey		,"
Hacettepe ",,400 K €,?
"Aug 21, 2007",Ümit Ozan Kazmaz,30,Attacking Midfield,Turkey,"
Without Club ",,"
Pazarspor  ",,50 K €,-
"Aug 22, 2007",Gabriel Heinze,29,Centre-Back,Argentina,"
Man Utd ", Premier League ,"
Real Madrid ",,"13,00 mil. €","12,00 mil. €"
"Aug 22, 2007",Cicinho,27,Right-Back,Brazil,"
Real Madrid ", LaLiga ,"
AS Roma ",,"15,00 mil. €","11,00 mil. €"
"Aug 22, 2007",Émerson,31,Defensive Midfield,Brazil,"
Real Madrid ", LaLiga ,"
AC Milan ",,"16,00 mil. €","5,00 mil. €"
"Aug 22, 2007",Sylvain Wiltord,33,Second Striker,France,"
Olympique Lyon ", Ligue 1 ,"
Stade Rennais ",,"5,00 mil. €","1,60 mil. €"
"Aug 22, 2007",Seydihan Baslanti,23,Centre-Forward,Turkey,"
C. Rizespor ", Süper Lig ,"
Boluspor ",,250 K €,Free transfer
"Aug 22, 2007",Tufan Esin,27,Centre-Back,Turkey,"
Samsunspor ", 1.Lig ,"
Eskisehirspor ",,100 K €,Free transfer
"Aug 22, 2007",Aytek Asikoglu,25,Centre-Back,Turkey,"
Elazigspor  ", 1.Lig ,"
Boluspor ",,150 K €,Free transfer
"Aug 22, 2007",Serkan Tanrinian,35,Goalkeeper,Turkey,"
Orduspor ", 1.Lig ,"
Boluspor ",,185 K €,Free transfer
"Aug 22, 2007",Erhan Yilmaz,20,Right-Back,Turkey,"
Manisaspor ", Süper Lig ,"
Boluspor ",,250 K €,Free transfer
"Aug 22, 2007",Özkan Gümüs,29,Right Winger,Turkey,"
Karabükspor ", Turkey		,"
Erzincanspor ",,75 K €,?
"Aug 22, 2007",Ferdi Tatli,28,Midfielder,Turkey,"
Sakaryaspor ", 1.Lig ,"
Boluspor ",,50 K €,?
"Aug 22, 2007",Ibrahim Parlayan,29,Centre-Forward,Turkey,"
Basaksehir ", Süper Lig ,"
Boluspor ",,900 K €,?
"Aug 22, 2007",Atacan Öztürk,25,Goalkeeper,Turkey,"
Elazigspor  ", 1.Lig ,"
Boluspor ",,50 K €,?
"Aug 22, 2007",Emrehan Ceylan,27,Goalkeeper,Turkey,"
A.Sebatspor ", Turkey		,"
Karsiyaka ",,800 K €,?
"Aug 22, 2007",Sezai Demircan,22,Left Winger,Turkey,"
Kasimpasa ", Süper Lig ,"
Giresunspor ",,75 K €,?
"Aug 22, 2007",Michele Bacis,27,Centre-Back,Italy,"
Avellino ", Serie B ,"
Cremonese ",,300 K €,?
"Aug 22, 2007",Fred Benson,23,Centre-Forward,Netherlands,"
Vitesse ", Eredivisie ,"
RKC Waalwijk ",,500 K €,?
"Aug 22, 2007",Ömer Ates,26,Left-Back,Turkey,"
Samsunspor ", 1.Lig ,"
Boluspor ",,250 K €,?
"Aug 22, 2007",Gökhan Kolomoc,30,Centre-Back,Turkey,"
Orduspor ", 1.Lig ,"
Boluspor ",,125 K €,?
"Aug 22, 2007",Tuna Kaya,23,Right-Back,Turkey,"
Gaziantep FK ", 1.Lig ,"
K. Erciyesspor ",,400 K €,?
"Aug 23, 2007",David Vaughan,24,Defensive Midfield,Wales,"
Crewe Alexandra ", League One ,"
Real Sociedad ",,500 K €,440 K €
"Aug 23, 2007",Kasey Keller,37,Goalkeeper,United States,"
Bor. M'gladbach ", 2. Bundesliga ,"
Fulham ",,"1,50 mil. €",Free transfer
"Aug 23, 2007",Mehmet Türkmehmet,26,Left-Back,Turkey,"
Eskisehirspor ", 1.Lig ,"
Elazigspor  ",,"1,00 mil. €",Free transfer
"Aug 23, 2007",Can Ulun,24,Centre-Back,Turkey,"
Altay SK ", 1.Lig ,"
Samsunspor ",,"1,00 mil. €",Free transfer
"Aug 23, 2007",Hakan Gedik,24,Goalkeeper,Turkey,"
Arsinspor ", Turkey		,"
Usakspor ",,325 K €,Free transfer
"Aug 23, 2007",Benjamin Gommert,22,Goalkeeper,Germany,"
VfB Lübeck ", Regionalliga Nord ,"
W. Burghausen ",,50 K €,Free transfer
"Aug 23, 2007",Bora Riza Kalyon,21,Defensive Midfield,Turkey,"
Kayserispor ", Süper Lig ,"
Adana Demirspor ",,50 K €,Free transfer
"Aug 23, 2007",Rudolf Durkovic,18,Centre-Forward,Austria,"
SCR Altach ", Bundesliga ,"
Aussee ",,50 K €,Free transfer
"Aug 23, 2007",Ahmet Yildirim,33,Defensive Midfield,Turkey,"
Turan Spor ", Turkey		,"
Malatyaspor ",,"2,25 mil. €",?
"Aug 23, 2007",Mehmet Bölükbasi,28,Goalkeeper,Turkey,"
C. Rizespor ", Süper Lig ,"
Samsunspor ",,700 K €,?
"Aug 23, 2007",Murat Duman,33,Right-Back,Turkey,"
Sakaryaspor ", 1.Lig ,"
Samsunspor ",,"1,50 mil. €",?
"Aug 23, 2007",Remzi Acet,31,Midfielder,Turkey,"
Sanliurfaspor  ", Turkey		,"
Balikesirspor ",,50 K €,?
"Aug 23, 2007",Erman Güracar,32,Centre-Back,Turkey,"
Denizlispor ", Süper Lig ,"
Kocaelispor ",,"1,60 mil. €",?
"Aug 23, 2007",Mustafa Gürsel,32,Left Winger,Turkey,"
Antalyaspor ", 1.Lig ,"
Elazigspor  ",,800 K €,?
"Aug 23, 2007",Furkan Bastan,24,Left Midfield,Turkey,"
Yozgatspor AS ", Turkey		,"
Samsunspor ",,50 K €,?
"Aug 23, 2007",Veysi Öz,22,Second Striker,Turkey,"
Adana Demirspor ", Turkey		,"
Kahramanmaras ",,50 K €,?
"Aug 23, 2007",Mesut Morgül,23,Attacking Midfield,Turkey,"
Basaksehir ", Süper Lig ,"
Bucaspor ",,200 K €,?
"Aug 23, 2007",Mehmet Al,24,Left Winger,Turkey,"
Eskisehirspor ", 1.Lig ,"
Elazigspor  ",,100 K €,?
"Aug 23, 2007",Nezir Narin,31,Right-Back,Turkey,"
Eskisehirspor ", 1.Lig ,"
Adana Demirspor ",,400 K €,?
"Aug 23, 2007",Celil Sagir,33,Left Winger,Turkey,"
Without Club ",,"
Samsunspor ",,850 K €,-
"Aug 24, 2007",Willian,19,Right Winger,Brazil,"
Corinthians ", Série A ,"
Shakhtar D. ",,"11,00 mil. €","14,00 mil. €"
"Aug 24, 2007",Nenê,26,Attacking Midfield,Brazil,"
Celta de Vigo ", LaLiga2 ,"
Monaco ",,"4,00 mil. €","6,00 mil. €"
"Aug 24, 2007",Thiago Motta,24,Defensive Midfield,Italy,"
FC Barcelona ", LaLiga ,"
Atlético Madrid ",,"7,50 mil. €","2,00 mil. €"
"Aug 24, 2007",Bartosz Slusarski,25,Centre-Forward,Poland,"
Grodzisk ", Ekstraklasa ,"
West Brom ",,"1,50 mil. €","1,00 mil. €"
"Aug 24, 2007",Stephen Foster,26,Centre-Back,England,"
Burnley ", Championship ,"
Barnsley FC ",,400 K €,150 K €
"Aug 24, 2007",Mustafa Yalcinkaya,26,Right-Back,Turkey,"
Mardinspor ", 1.Lig ,"
Istanbulspor ",,"1,00 mil. €",Free transfer
"Aug 24, 2007",Fevzi Tuncay,29,Goalkeeper,Turkey,"
Manisaspor ", Süper Lig ,"
Malatyaspor ",,"1,25 mil. €",Free transfer
"Aug 24, 2007",Mustafa Sert,27,Centre-Back,Turkey,"
Istanbulspor ", 1.Lig ,"
Malatyaspor ",,500 K €,Free transfer
"Aug 24, 2007",Hakan Bayraktar,31,Defensive Midfield,Turkey,"
Malatyaspor ", 1.Lig ,"
Diyarbakirspor ",,"1,50 mil. €",Free transfer
"Aug 24, 2007",Bülent Bal,30,Centre-Back,Turkey,"
Eskisehirspor ", 1.Lig ,"
Diyarbakirspor ",,50 K €,Free transfer
"Aug 24, 2007",Serkan Dökme,30,Left Midfield,Turkey,"
Samsunspor ", 1.Lig ,"
Malatyaspor ",,"1,00 mil. €",Free transfer
"Aug 24, 2007",Blerim Ibrahimi,23,Central Midfield,Kosovo,"
Rankweil ", Regionalliga West ,"
Schwanenstadt ",,50 K €,Free transfer
"Aug 24, 2007",Ercan Agace,30,Centre-Forward,Turkey,"
Istanbulspor ", 1.Lig ,"
Diyarbakirspor ",,50 K €,Free transfer
"Aug 24, 2007",Jonathan Martins Pereira,21,Right-Back,France,"
Lens ", Ligue 1 ,"
AC Ajaccio ",,300 K €,Free transfer
"Aug 24, 2007",Rexhe Bytyci,20,Centre-Forward,Austria,"
Schwanenstadt ", 2. Liga ,"
RC Portuense ",,50 K €,Free transfer
"Aug 24, 2007",Serkan Kilic,27,Left-Back,Turkey,"
Elazigspor  ", 1.Lig ,"
Diyarbakirspor ",,100 K €,?
"Aug 24, 2007",Mehmet Deliorman,30,Central Midfield,Turkey,"
Adana Demirspor ", Turkey		,"
Malatyaspor ",,200 K €,?
"Aug 24, 2007",Santiago Silva,26,Centre-Forward,Uruguay,"
Gimnasia ", Torneo Final ,"
Vélez Sarsfield ",,350 K €,?
"Aug 24, 2007",Ali Cemal Boztepe,23,Central Midfield,Turkey,"
Maltepespor ", Turkey		,"
Istanbulspor ",,50 K €,?
"Aug 24, 2007",Ahmet Gercek,24,Midfielder,Turkey,"
Karamanspor ", Turkey		,"
DC Divrigispor ",,50 K €,?
"Aug 24, 2007",Ümit Atalay,23,Left Midfield,Turkey,"
Muglaspor ", Turkey		,"
Orduspor ",,250 K €,?
"Aug 24, 2007",Seyhun Türe,21,Goalkeeper,Turkey,"
Ilkadim Yab-Pa ", Turkey		,"
BAK FK ",,150 K €,?
"Aug 24, 2007",Kahê,24,Centre-Forward,Brazil,"
Bor. M'gladbach ", 2. Bundesliga ,"
Genclerbirligi ",,700 K €,?
"Aug 24, 2007",Emre Aktas,20,Centre-Forward,Turkey,"
Osmanlispor ", Süper Lig ,"
Malatyaspor ",,50 K €,?
"Aug 24, 2007",Muharrem Aydin,32,Centre-Forward,Turkey,"
Tarsus IY ", Turkey		,"
Retired ",,50 K €,-
"Aug 25, 2007",Jaroslav Plasil,25,Central Midfield,Czech Republic,"
Monaco ", Ligue 1 ,"
CA Osasuna ",,"3,00 mil. €","2,20 mil. €"
"Aug 25, 2007",Olcay Dogu,30,Midfielder,Turkey,"
Gebzespor ", Turkey		,"
Körfez SK ",,50 K €,?
"Aug 25, 2007",Claus Jensen,30,Attacking Midfield,Denmark,"
Fulham ", Premier League ,"
Retired ",,"4,50 mil. €",-
"Aug 25, 2007",Pablo de Muner,26,Right-Back,Argentina,"
Without Club ",,"
Poli Ejido ",,300 K €,-
"Aug 26, 2007",Fábio Silva,30,Midfielder,Brazil,"
Toronto Port. ", Canada		,"
Mqabba FC ",,50 K €,Free transfer
"Aug 26, 2007",Carlos Bueno,27,Centre-Forward,Uruguay,"
Paris SG ", Ligue 1 ,"
Boca Juniors ",,"1,60 mil. €",Free transfer
"Aug 26, 2007",Stefano Argilli,34,Right-Back,Italy,"
Frosinone ", Serie B ,"
Cremonese ",,300 K €,?
"Aug 27, 2007",Chinedu Obasi,21,Centre-Forward,Nigeria,"
FK Lyn ", Eliteserien ,"
TSG Hoffenheim ",,"1,25 mil. €","5,00 mil. €"
"Aug 27, 2007",Erkan Öztürk,24,Defensive Midfield,Turkey,"
Diyarbakirspor ", 1.Lig ,"
Eyüpspor ",,500 K €,Free transfer
"Aug 27, 2007",Bernd Thijs,29,Defensive Midfield,Belgium,"
Bor. M'gladbach ", 2. Bundesliga ,"
KAA Gent ",,750 K €,Free transfer
"Aug 27, 2007",Jonathan Ruttens,20,Goalkeeper,Belgium,"
KVC Westerlo ", Jupiler Pro League ,"
OH Leuven ",,100 K €,Free transfer
"Aug 27, 2007",Bram Hallaert,22,Defender,Belgium,"
Sint-Niklaas ", Belgium		,"
KFC Evergem ",,100 K €,Free transfer
"Aug 27, 2007",Serkan Aslan,27,Attacking Midfield,Turkey,"
Diyarbakirspor ", 1.Lig ,"
Eyüpspor ",,500 K €,?
"Aug 27, 2007",Ivica Jarakovic,29,Midfielder,Serbia,"
KV Kortrijk ", Proximus League ,"
1.FC Magdeburg ",,550 K €,?
"Aug 27, 2007",Slavisa Dugic,22,Centre-Forward,Switzerland,"
FC Wohlen ", Challenge League ,"
SC Buochs ",,250 K €,?
"Aug 27, 2007",Emiliano Insúa,18,Left-Back,Argentina,"
Boca Juniors ", Torneo Final ,"
Liverpool ",,125 K €,?
"Aug 27, 2007",Ismet Tasdemir,33,Defensive Midfield,Turkey,"
Mardinspor ", 1.Lig ,"
Türk Telekom ",,800 K €,
"Aug 28, 2007",Kader Mangane,24,Centre-Back,Senegal,"
BSC Young Boys ", Super League ,"
Lens ",,"3,00 mil. €","3,30 mil. €"
"Aug 28, 2007",Federico Higuaín,22,Attacking Midfield,Argentina,"
River Plate ", Torneo Final ,"
Besiktas ",,"1,20 mil. €","1,25 mil. €"
"Aug 28, 2007",Tomasz Radzinski,33,Centre-Forward,Canada,"
Fulham ", Premier League ,"
AO Xanthi ",,"3,00 mil. €",Free transfer
"Aug 28, 2007",Mustafa Ümit Temel,27,Midfielder,Turkey,"
Giresunspor ", 1.Lig ,"
Yozgatspor AS ",,300 K €,Free transfer
"Aug 28, 2007",Serkan Boyar,28,Goalkeeper,Turkey,"
Basaksehir ", Süper Lig ,"
Adiyamanspor ",,"1,00 mil. €",Free transfer
"Aug 28, 2007",Dmitri Bulykin,27,Centre-Forward,Russia,"
Dinamo Moscow ", Premier Liga ,"
Bay. Leverkusen ",,340 K €,Free transfer
"Aug 28, 2007",Raffaele Ametrano,34,Right-Back,Italy,"
Virtus Lanciano ", Serie C - B ,"
Potenza ",,100 K €,Free transfer
"Aug 28, 2007",Veysi Öz,22,Second Striker,Turkey,"
Kahramanmaras ", Turkey		,"
Afyonkarahisar ",,50 K €,?
"Aug 28, 2007",Özgür Vurur,31,Defensive Midfield,Turkey,"
Kocaelispor ", 1.Lig ,"
Karabükspor ",,475 K €,?
"Aug 28, 2007",William Sunsin,30,Centre-Forward,Costa Rica,"
Brujas FC ", Primera Div. Apertura ,"
Liberia ",,400 K €,?
"Aug 28, 2007",Ole Gunnar Solskjaer,34,Second Striker,Norway,"
Man Utd ", Premier League ,"
Retired ",,"1,00 mil. €",-
"Aug 28, 2007",Hayri Yilmaz,30,Midfielder,Turkey,"
Without Club ",,"
1922 Konya ",,500 K €,-
"Aug 28, 2007",Sedat Doyanc,28,Defensive Midfield,Turkey,"
Without Club ",,"
Bld Kütahya ",,750 K €,-
"Aug 29, 2007",Zat Knight,27,Centre-Back,England,"
Fulham ", Premier League ,"
Aston Villa ",,"3,30 mil. €","4,70 mil. €"
"Aug 29, 2007",Danny Higginbotham,28,Centre-Back,Gibraltar,"
Stoke City ", Championship ,"
Sunderland ",,"2,50 mil. €","3,75 mil. €"
"Aug 29, 2007",Demba Ba,22,Centre-Forward,Senegal,"
Exc. Mouscron ", Jupiler Pro League ,"
TSG Hoffenheim ",,"1,00 mil. €","3,00 mil. €"
"Aug 29, 2007",Líbero Parri,25,Attacking Midfield,Spain,"
Albacete ", LaLiga2 ,"
Cádiz CF ",,"1,00 mil. €",700 K €
"Aug 29, 2007",Jérôme Colinet,24,Defensive Midfield,Belgium,"
SC Paderborn ", 2. Bundesliga ,"
KV Mechelen ",,250 K €,Free transfer
"Aug 29, 2007",Faruk Atalay,26,Attacking Midfield,Turkey,"
Kasimpasa ", Süper Lig ,"
Karagümrük ",,500 K €,Free transfer
"Aug 29, 2007",Chaínho,33,Defensive Midfield,Portugal,"
Nacional ", Liga NOS ,"
Alki Larnaca ",,"1,50 mil. €",Free transfer
"Aug 29, 2007",Neri,31,Centre-Forward,Brazil,"
FC Schaffhausen ", Challenge League ,"
EN Paralimniou ",,400 K €,Free transfer
"Aug 29, 2007",Jean-Louis Akpa Akpro,22,Centre-Forward,France,"
Toulouse ", Ligue 1 ,"
RWDM Brussels ",,700 K €,Free transfer
"Aug 29, 2007",Muhammet Reis,22,Attacking Midfield,Turkey,"
A.Sebatspor ", Turkey		,"
Arsinspor ",,75 K €,Free transfer
"Aug 29, 2007",Süleyman Aydin,21,Midfielder,Turkey,"
M.Kemalpasaspor ", Turkey		,"
Ispartaspor ",,50 K €,?
"Aug 29, 2007",Altan Günes,21,Defensive Midfield,Turkey,"
Boluspor ", 1.Lig ,"
Ankara Demir ",,50 K €,?
"Aug 29, 2007",Bülent Gökalp,29,Attacking Midfield,Turkey,"
Mersin IY ", Turkey		,"
Aksarayspor ",,200 K €,?
"Aug 29, 2007",Özcan Özdeniz,32,Defender,Turkey,"
Without Club ",,"
Beykozspor ",,100 K €,-
